user,item,dt_days
2,185,70
2,186,56
2,187,56
2,188,56
2,189,56
2,190,56
2,191,55
2,192,55
2,193,55
2,194,55
2,195,55
2,196,55
2,197,55
2,198,55
2,199,55
2,200,55
2,201,54
2,202,54
2,203,54
2,204,54
2,205,54
2,206,54
2,207,54
2,208,54
2,209,54
2,210,51
2,211,50
2,212,49
2,213,44
2,214,43
2,215,42
2,216,39
2,217,39
2,218,38
2,219,36
2,220,36
2,221,34
2,222,34
2,223,32
2,224,31
2,225,31
2,226,31
2,227,30
2,228,26
2,229,24
2,230,24
2,231,24
2,232,23
2,233,22
2,234,20
2,235,19
2,236,12
2,237,12
2,238,9
2,160,9
2,239,8
2,240,8
2,241,7
2,242,3
2,243,3
2,244,3
2,245,3
2,246,2
2,247,2
2,248,0
2,249,0
2,250,0
2,251,0
2,252,0
2,253,0
2,254,0
2,255,0
2,256,0
2,257,0
2,258,0
3,259,72
3,260,72
3,244,71
3,243,71
3,261,67
3,262,64
3,263,64
3,264,64
3,265,64
3,266,64
3,246,64
3,267,64
3,268,64
3,269,64
3,270,64
3,271,64
3,272,64
3,273,64
3,274,64
3,275,43
3,276,0
4,192,330
4,205,330
4,277,329
4,176,327
4,278,289
4,279,289
4,280,286
4,281,105
4,282,104
4,283,103
4,284,38
4,285,38
4,286,38
4,287,38
4,288,21
4,289,0
5,290,366
5,208,366
5,277,365
5,291,365
5,292,365
5,293,364
5,294,364
5,295,364
5,296,364
5,297,363
5,206,363
5,298,363
5,176,363
5,299,363
5,300,363
5,301,363
5,302,363
5,303,363
5,304,363
5,305,363
5,306,363
5,307,363
5,308,363
5,309,363
5,310,363
5,311,363
5,312,362
5,313,362
5,314,362
5,315,362
5,316,362
5,317,362
5,318,362
5,319,362
5,320,362
5,321,362
5,322,362
5,323,362
5,324,362
5,325,362
5,326,339
5,327,339
5,328,337
5,329,306
5,330,306
5,331,306
5,332,304
5,333,297
5,334,258
5,335,254
5,336,254
5,337,242
5,338,240
5,339,240
5,340,240
5,341,240
5,342,240
5,343,240
5,344,240
5,345,235
5,346,229
5,347,229
5,348,213
5,349,213
5,350,213
5,351,213
5,352,213
5,353,213
5,354,213
5,355,213
5,356,213
5,357,213
5,358,213
5,359,213
5,360,213
5,361,213
5,362,213
5,363,202
5,364,197
5,365,196
5,366,195
5,367,193
5,368,193
5,369,192
5,370,192
5,205,192
5,371,192
5,372,192
5,373,192
5,374,192
5,375,189
5,376,187
5,183,186
5,377,185
5,378,181
5,379,172
5,380,170
5,381,169
5,382,169
5,383,168
5,384,167
5,385,167
5,386,167
5,387,167
5,388,167
5,389,167
5,390,167
5,391,167
5,392,167
5,393,167
5,394,167
5,395,167
5,396,166
5,397,166
5,398,166
5,399,166
5,400,166
5,401,166
5,402,166
5,403,166
5,404,166
5,405,166
5,406,166
5,407,166
5,408,166
5,409,166
5,410,166
5,411,166
5,412,166
5,413,164
5,414,164
5,415,164
5,416,164
5,130,164
5,417,160
5,418,159
5,419,159
5,420,159
5,421,159
5,422,159
5,423,159
5,424,159
5,425,159
5,426,159
5,427,159
5,428,159
5,429,159
5,430,159
5,431,159
5,432,159
5,433,153
5,434,153
5,435,153
5,129,152
5,436,147
5,131,146
5,437,143
5,438,143
5,439,143
5,440,142
5,441,141
5,442,135
5,443,134
5,444,131
5,445,120
5,446,120
5,447,120
5,448,120
5,449,119
5,450,116
5,451,116
5,452,115
5,453,112
5,454,112
5,455,106
5,456,105
5,457,99
5,458,97
5,459,96
5,460,96
5,461,96
5,462,96
5,463,96
5,464,96
5,465,96
5,466,96
5,467,96
5,468,96
5,469,96
5,470,96
5,471,96
5,472,96
5,473,96
5,474,96
5,475,96
5,476,96
5,477,93
5,478,92
5,479,92
5,480,92
5,481,86
5,482,69
5,483,69
5,165,68
5,484,68
5,485,68
5,486,68
5,487,68
5,488,68
5,489,68
5,490,67
5,169,67
5,491,67
5,492,67
5,493,67
5,494,67
5,495,67
5,496,67
5,497,67
5,498,67
5,499,67
5,500,67
5,501,67
5,502,67
5,503,67
5,504,67
5,505,67
5,506,66
5,507,66
5,508,66
5,509,66
5,510,66
5,511,66
5,512,66
5,513,66
5,514,65
5,515,65
5,516,65
5,517,65
5,518,65
5,519,64
5,520,64
5,521,64
5,522,64
5,523,57
5,524,56
5,525,53
5,526,49
5,527,45
5,528,44
5,529,33
5,530,27
5,531,25
5,532,24
5,533,23
5,534,22
5,535,21
5,536,18
5,537,18
5,538,17
5,539,17
5,540,16
5,541,16
5,160,16
5,542,10
5,543,10
5,544,8
5,204,3
5,192,3
5,545,3
5,546,2
5,547,2
5,548,0
5,549,0
5,550,0
5,551,0
5,552,0
5,195,0
5,202,0
5,553,0
6,176,363
6,294,361
6,295,361
6,324,356
6,554,349
6,555,203
6,556,162
6,197,161
6,525,161
6,557,161
6,374,159
6,373,159
6,293,159
6,558,159
6,296,157
6,559,156
6,560,148
6,561,140
6,562,137
6,563,100
6,564,93
6,565,84
6,566,84
6,567,74
6,568,20
6,569,1
6,570,0
7,571,316
7,572,316
7,573,314
7,543,306
7,574,85
7,575,68
7,576,60
7,577,60
7,578,60
7,579,59
7,580,59
7,581,59
7,582,59
7,583,58
7,584,56
7,585,56
7,586,55
7,587,55
7,588,53
7,589,49
7,590,46
7,591,45
7,592,45
7,593,43
7,594,43
7,595,36
7,596,36
7,597,35
7,598,33
7,599,31
7,600,31
7,601,27
7,602,24
7,603,21
7,604,20
7,605,17
7,606,15
7,607,14
7,608,13
7,609,8
7,610,8
7,611,8
7,612,7
7,613,7
7,614,3
7,615,1
7,616,1
7,617,1
7,618,0
8,372,530
8,619,530
8,205,529
8,620,528
8,621,528
8,622,527
8,623,526
8,624,363
8,625,342
8,626,337
8,627,334
8,628,334
8,629,333
8,630,332
8,631,328
8,632,327
8,633,310
8,634,307
8,635,305
8,636,304
8,637,299
8,638,299
8,639,298
8,640,298
8,641,297
8,642,297
8,643,293
8,644,292
8,645,291
8,646,289
8,647,284
8,648,280
8,649,279
8,587,276
8,650,275
8,651,275
8,652,272
8,653,271
8,654,271
8,655,271
8,656,271
8,657,271
8,658,271
8,659,271
8,660,271
8,661,271
8,662,271
8,663,271
8,664,271
8,665,271
8,666,271
8,667,271
8,668,270
8,669,270
8,670,270
8,671,270
8,571,270
8,672,270
8,673,270
8,674,270
8,675,270
8,676,270
8,677,270
8,678,270
8,679,269
8,680,269
8,681,269
8,682,269
8,683,269
8,684,269
8,685,269
8,686,269
8,687,269
8,688,269
8,689,269
8,690,269
8,691,269
8,692,269
8,693,268
8,694,268
8,695,264
8,696,263
8,697,260
8,698,258
8,699,258
8,700,258
8,701,258
8,702,257
8,703,257
8,704,255
8,705,253
8,543,253
8,706,253
8,707,249
8,708,249
8,578,249
8,709,249
8,710,248
8,711,248
8,712,248
8,713,248
8,714,248
8,715,247
8,716,240
8,717,240
8,718,240
8,719,240
8,720,240
8,721,234
8,722,234
8,723,234
8,724,234
8,725,234
8,726,233
8,727,233
8,728,233
8,729,226
8,730,222
8,731,207
8,732,207
8,733,206
8,734,201
8,735,193
8,736,191
8,737,183
8,738,180
8,739,180
8,740,179
8,741,172
8,742,172
8,743,172
8,744,171
8,745,171
8,565,171
8,746,171
8,747,171
8,748,171
8,749,171
8,750,171
8,472,171
8,751,171
8,752,168
8,753,168
8,754,168
8,755,168
8,545,167
8,756,167
8,757,167
8,758,167
8,195,167
8,759,167
8,302,167
8,760,166
8,761,166
8,374,166
8,176,166
8,762,166
8,763,166
8,292,166
8,206,166
8,764,166
8,765,166
8,301,166
8,766,166
8,767,166
8,768,166
8,769,166
8,770,166
8,771,166
8,772,166
8,773,166
8,774,166
8,775,165
8,776,165
8,777,165
8,778,165
8,779,165
8,780,165
8,369,165
8,781,164
8,782,164
8,783,164
8,784,164
8,297,164
8,785,164
8,192,164
8,786,164
8,787,164
8,788,164
8,789,164
8,790,164
8,791,164
8,305,163
8,792,163
8,187,163
8,793,163
8,794,163
8,795,163
8,796,163
8,189,163
8,797,163
8,798,162
8,307,162
8,799,162
8,800,162
8,529,162
8,801,162
8,802,162
8,553,162
8,803,161
8,804,161
8,373,161
8,406,161
8,805,160
8,806,160
8,807,160
8,370,159
8,808,159
8,809,159
8,810,159
8,811,159
8,812,159
8,208,158
8,813,158
8,814,158
8,815,158
8,559,158
8,816,158
8,141,158
8,155,158
8,817,152
8,818,152
8,605,152
8,819,151
8,594,147
8,820,147
8,821,145
8,822,145
8,823,145
8,824,145
8,825,145
8,826,145
8,827,145
8,828,145
8,829,145
8,830,145
8,831,145
8,832,144
8,833,144
8,834,144
8,835,144
8,836,144
8,837,143
8,838,143
8,839,141
8,840,141
8,841,138
8,842,135
8,843,131
8,844,130
8,845,130
8,846,130
8,847,124
8,848,123
8,849,118
8,850,117
8,851,117
8,852,116
8,853,112
8,854,110
8,855,109
8,856,109
8,857,106
8,858,103
8,859,103
8,860,102
8,861,99
8,862,91
8,863,91
8,864,91
8,865,89
8,866,88
8,867,88
8,868,75
8,869,75
8,870,75
8,871,74
8,872,64
8,873,55
8,874,54
8,875,36
8,876,35
8,877,35
8,878,29
8,879,27
8,880,27
8,881,18
8,882,18
8,883,17
8,884,17
8,885,16
8,886,14
8,542,13
8,887,9
8,888,7
8,889,5
8,890,4
8,891,4
8,892,4
8,893,2
8,894,0
9,895,420
9,896,412
9,897,412
9,898,412
9,899,412
9,900,363
9,901,336
9,902,336
9,903,336
9,904,336
9,905,336
9,906,336
9,907,336
9,169,336
9,908,336
9,168,336
9,909,336
9,167,336
9,490,336
9,161,335
9,910,335
9,911,239
9,139,239
9,912,237
9,913,237
9,914,236
9,468,229
9,915,229
9,916,229
9,917,229
9,918,229
9,919,229
9,920,223
9,921,217
9,922,216
9,923,216
9,924,215
9,925,215
9,926,209
9,927,209
9,928,208
9,929,208
9,930,208
9,931,205
9,932,205
9,933,201
9,934,201
9,935,201
9,936,201
9,937,201
9,938,201
9,939,200
9,940,199
9,941,197
9,942,195
9,943,194
9,944,188
9,945,188
9,154,188
9,946,187
9,947,187
9,948,187
9,949,185
9,950,185
9,951,185
9,952,184
9,953,184
9,954,184
9,955,181
9,956,181
9,957,181
9,958,181
9,959,177
9,960,170
9,961,168
9,962,168
9,963,168
9,964,168
9,965,167
9,660,166
9,657,166
9,966,166
9,967,166
9,673,166
9,968,166
9,969,166
9,970,166
9,971,166
9,972,164
9,973,164
9,974,164
9,975,164
9,837,164
9,976,164
9,977,164
9,978,164
9,979,164
9,980,164
9,981,161
9,665,160
9,982,160
9,983,160
9,984,159
9,985,159
9,986,157
9,987,157
9,988,154
9,666,154
9,713,154
9,465,154
9,469,154
9,989,154
9,990,154
9,991,154
9,992,154
9,993,154
9,994,154
9,659,154
9,661,154
9,662,154
9,663,154
9,664,154
9,668,154
9,995,152
9,996,150
9,692,148
9,997,148
9,998,139
9,999,139
9,1000,139
9,1001,139
9,1002,139
9,155,139
9,1003,139
9,1004,138
9,1005,138
9,1006,138
9,1007,138
9,283,138
9,1008,138
9,1009,138
9,1010,138
9,1011,137
9,1012,136
9,1013,132
9,1014,132
9,1015,132
9,1016,132
9,1017,132
9,1018,132
9,1019,132
9,1020,132
9,1021,132
9,1022,132
9,1023,132
9,1024,131
9,1025,131
9,1026,131
9,1027,131
9,1028,128
9,656,127
9,1029,127
9,714,127
9,1030,127
9,1031,124
9,1032,118
9,1033,117
9,598,117
9,1034,117
9,1035,116
9,1036,112
9,730,112
9,1037,112
9,1038,110
9,1039,110
9,554,104
9,1040,104
9,630,103
9,1041,99
9,1042,96
9,1043,96
9,1044,96
9,1045,96
9,669,96
9,1046,96
9,1047,93
9,1048,91
9,1049,90
9,1050,88
9,1051,88
9,1052,88
9,1053,87
9,1054,87
9,888,83
9,1055,82
9,1056,82
9,1057,80
9,1058,79
9,1059,79
9,1060,78
9,1061,76
9,1062,76
9,1063,76
9,1064,73
9,1065,72
9,658,69
9,1066,69
9,1067,69
9,1068,69
9,691,69
9,1069,69
9,1070,69
9,838,69
9,1071,68
9,1072,62
9,1073,62
9,1074,61
9,1075,61
9,1076,55
9,1077,55
9,1078,55
9,1079,55
9,1080,52
9,1081,51
9,1082,49
9,1083,48
9,1084,48
9,1085,48
9,1086,47
9,1087,46
9,1088,45
9,1089,43
9,1090,41
9,1091,36
9,1092,35
9,1093,33
9,1094,27
9,1095,23
9,1096,23
9,1097,23
9,1098,23
9,1099,20
9,1100,19
9,853,17
9,1101,14
9,1102,13
9,1103,10
9,1104,6
9,1105,6
9,1106,6
9,1107,2
9,1108,0
10,176,504
10,208,503
10,619,502
10,205,502
10,374,502
10,1109,490
10,1110,490
10,1111,436
10,1112,329
10,1113,316
10,1114,304
10,1115,304
10,1116,300
10,1117,298
10,1118,296
10,1119,294
10,223,293
10,1120,293
10,1121,291
10,1122,289
10,1123,289
10,1124,287
10,1125,287
10,1126,285
10,1127,285
10,1128,285
10,1129,285
10,1130,285
10,1131,285
10,1132,272
10,1133,264
10,1134,259
10,1135,259
10,1136,258
10,1137,258
10,1138,256
10,1139,256
10,1140,254
10,1141,253
10,1142,253
10,179,252
10,1143,252
10,1144,251
10,1145,246
10,1146,242
10,1147,242
10,1148,241
10,1149,240
10,1150,238
10,237,237
10,1151,235
10,1152,234
10,1153,234
10,1154,232
10,1155,232
10,1156,231
10,1157,230
10,1158,229
10,1159,228
10,1160,226
10,1161,223
10,1162,223
10,1163,223
10,456,223
10,211,221
10,1164,220
10,1165,219
10,1166,212
10,1167,211
10,1168,211
10,1169,211
10,1170,210
10,1171,210
10,1172,206
10,1173,206
10,1174,203
10,1175,202
10,1176,200
10,1177,199
10,1178,198
10,178,190
10,1179,188
10,1180,186
10,1181,185
10,1182,185
10,1183,185
10,1184,185
10,1185,181
10,1186,180
10,1187,176
10,1188,168
10,1189,167
10,1190,165
10,1191,162
10,1192,162
10,1193,160
10,1194,160
10,1195,156
10,1196,155
10,1197,155
10,1198,150
10,1199,149
10,1200,149
10,1201,148
10,1202,146
10,1203,146
10,1204,146
10,1205,146
10,1206,143
10,1207,141
10,545,141
10,369,141
10,192,141
10,1208,140
10,206,140
10,1209,140
10,553,140
10,187,140
10,189,140
10,1210,140
10,1211,129
10,1212,128
10,1213,127
10,1214,126
10,1215,126
10,1216,125
10,1217,125
10,1218,125
10,1219,125
10,1220,124
10,1221,123
10,1222,122
10,1223,122
10,1224,122
10,1225,118
10,1226,117
10,1227,116
10,1228,116
10,1229,113
10,1230,113
10,1231,112
10,1232,112
10,1233,107
10,1234,105
10,1235,104
10,1236,102
10,1237,101
10,1238,101
10,1239,99
10,1240,99
10,1241,99
10,1242,97
10,1243,96
10,1244,95
10,1245,93
10,1246,92
10,1247,90
10,1248,90
10,1249,89
10,1250,89
10,1251,87
10,229,85
10,1252,83
10,1253,82
10,1254,82
10,1255,79
10,1256,77
10,1257,74
10,1258,74
10,1259,73
10,1260,73
10,1261,73
10,1262,71
10,1263,70
10,1264,69
10,1265,69
10,1266,68
10,1267,68
10,1268,66
10,1269,66
10,1270,66
10,1271,65
10,1272,65
10,1273,64
10,1274,63
10,1275,63
10,1276,63
10,1277,62
10,1278,62
10,1279,62
10,1280,61
10,1281,61
10,1282,61
10,1283,61
10,1284,61
10,1285,60
10,1286,59
10,980,59
10,978,59
10,1287,59
10,1288,58
10,1289,54
10,1290,54
10,1291,52
10,1292,52
10,1293,48
10,1294,45
10,180,44
10,1295,43
10,1296,42
10,1297,41
10,1298,37
10,1299,37
10,1300,35
10,1301,35
10,1302,34
10,1303,34
10,1304,34
10,1305,33
10,1306,27
10,1307,27
10,1308,23
10,1309,23
10,1310,22
10,1311,21
10,1312,20
10,1313,20
10,1314,19
10,1315,18
10,1316,18
10,283,17
10,1317,17
10,1318,13
10,1319,9
10,300,9
10,1320,8
10,805,8
10,1321,8
10,1322,7
10,1323,2
10,1324,2
10,1325,1
10,1326,1
10,1327,0
10,1328,0
10,1329,0
10,1330,0
10,1331,0
10,1332,0
10,1333,0
11,1334,388
11,365,364
11,342,250
11,364,250
11,388,188
11,389,188
11,1335,184
11,1336,182
11,376,178
11,1337,177
11,391,168
11,1338,168
11,341,168
11,1339,168
11,384,168
11,345,168
11,387,168
11,386,168
11,1340,167
11,1341,164
11,1342,159
11,1343,159
11,1344,159
11,423,159
11,1345,159
11,425,159
11,347,159
11,419,159
11,1346,159
11,420,159
11,418,159
11,416,159
11,385,159
11,339,159
11,1347,158
11,1348,158
11,1349,157
11,1350,156
11,1351,156
11,1352,155
11,1353,155
11,835,154
11,1354,154
11,1355,154
11,1356,154
11,1357,154
11,827,153
11,825,153
11,1358,153
11,824,153
11,829,153
11,1359,143
11,1360,141
11,1361,140
11,1362,139
11,1363,139
11,1364,138
11,1365,138
11,1366,138
11,1367,138
11,1368,138
11,1369,138
11,1370,138
11,1371,138
11,1372,138
11,1373,138
11,1374,138
11,1375,138
11,1376,138
11,1377,138
11,1378,138
11,1379,138
11,1380,138
11,1381,138
11,1382,138
11,1383,138
11,1384,138
11,1385,138
11,1386,138
11,1387,138
11,1388,138
11,1389,138
11,1390,138
11,1391,138
11,1392,133
11,378,128
11,343,126
11,1393,115
11,1394,111
11,1395,111
11,1396,111
11,1397,111
11,1398,111
11,1399,109
11,338,109
11,1400,109
11,1401,109
11,363,106
11,1402,106
11,1403,103
11,1404,102
11,1405,99
11,1406,92
11,1407,88
11,1408,86
11,1409,85
11,131,82
11,1410,82
11,482,77
11,337,77
11,1411,73
11,1412,66
11,1413,65
11,1414,56
11,1415,36
11,1416,35
11,1417,34
11,1418,34
11,1419,34
11,1420,29
11,545,28
11,1421,28
11,1422,28
11,316,28
11,1208,28
11,1423,28
11,1424,28
11,1425,28
11,302,28
11,1426,28
11,1427,28
11,1428,28
11,447,28
11,1429,28
11,801,28
11,1430,28
11,529,28
11,311,28
11,195,27
11,1431,27
11,1432,27
11,196,27
11,292,27
11,1433,27
11,1434,27
11,1435,27
11,1436,27
11,1437,27
11,1438,27
11,550,27
11,176,27
11,1439,26
11,1440,26
11,1441,26
11,1442,26
11,192,26
11,1443,26
11,1444,26
11,298,26
11,437,26
11,371,26
11,369,26
11,553,26
11,307,26
11,1445,26
11,1446,26
11,1447,26
11,1448,25
11,1449,24
11,1450,23
11,1451,21
11,1452,15
11,1453,12
11,129,7
11,1454,6
11,1455,0
12,192,309
12,93,104
12,1456,27
12,1457,24
12,52,6
12,1458,0
12,1459,0
12,1460,0
12,1461,0
13,187,412
13,192,411
13,320,411
13,321,411
13,319,411
13,316,411
13,293,411
13,294,411
13,372,411
13,205,411
13,374,411
13,371,411
13,176,411
13,1462,216
13,1463,206
13,481,202
13,302,202
13,1464,202
13,1465,201
13,1466,201
13,1467,201
13,1468,201
13,1469,201
13,1470,201
13,1471,201
13,1438,201
13,1472,201
13,1473,201
13,1474,200
13,1475,200
13,1476,200
13,1477,200
13,1478,200
13,1479,200
13,1480,199
13,1481,197
13,1482,197
13,1483,196
13,1484,191
13,1485,190
13,1486,189
13,1487,187
13,1488,187
13,1268,187
13,1489,182
13,1490,181
13,1491,181
13,1492,181
13,1314,181
13,1493,181
13,1284,181
13,1276,181
13,1494,181
13,1495,181
13,1496,181
13,1497,181
13,1498,181
13,1499,181
13,1500,181
13,1501,181
13,1277,181
13,1502,181
13,1503,181
13,1504,181
13,1278,181
13,1505,181
13,1506,181
13,1507,181
13,1508,181
13,1509,181
13,1510,181
13,1511,181
13,1512,181
13,1513,181
13,1514,181
13,1515,181
13,1516,181
13,1517,181
13,1518,181
13,1519,181
13,1520,181
13,1521,181
13,1522,181
13,1523,181
13,1524,181
13,258,181
13,1525,181
13,257,181
13,1526,181
13,1527,181
13,1528,181
13,256,181
13,1529,181
13,1530,180
13,1531,163
13,1532,162
13,1533,160
13,1534,160
13,1535,160
13,1536,160
13,1537,155
13,1538,155
13,1539,155
13,1540,155
13,1541,155
13,1542,154
13,1543,152
13,1544,152
13,1545,152
13,1546,152
13,1547,141
13,1548,141
13,1549,141
13,1550,141
13,1551,141
13,203,140
13,766,140
13,764,140
13,1320,140
13,1552,139
13,1553,138
13,1554,138
13,1555,138
13,1556,138
13,1557,138
13,450,137
13,1558,137
13,1559,137
13,1560,137
13,1561,137
13,1562,137
13,1563,137
13,1422,137
13,1564,137
13,1565,137
13,1566,137
13,1567,137
13,1568,137
13,1569,137
13,1570,137
13,1571,137
13,1572,137
13,1573,137
13,1574,137
13,1575,137
13,1576,137
13,1577,137
13,1578,137
13,1579,137
13,1580,137
13,1581,137
13,1582,137
13,1583,137
13,1584,137
13,189,137
13,208,137
13,1585,137
13,1586,137
13,1587,137
13,553,137
13,292,137
13,296,137
13,304,137
13,791,137
13,305,137
13,325,137
13,1588,137
13,200,137
13,1589,137
13,1590,137
13,1591,136
13,277,136
13,1592,136
13,536,134
13,1593,133
13,1594,131
13,1317,126
13,1595,123
13,1287,121
13,1147,120
13,1596,120
13,1597,119
13,1598,117
13,1599,112
13,1600,105
13,1601,100
13,1602,100
13,445,97
13,778,97
13,451,93
13,1603,91
13,1604,90
13,1605,89
13,1606,84
13,1607,84
13,1608,76
13,51,61
13,1609,59
13,160,59
13,529,56
13,1610,54
13,1611,54
13,197,53
13,1612,52
13,1613,45
13,1614,44
13,1615,44
13,1616,43
13,1617,40
13,1618,38
13,1619,35
13,1620,28
13,1621,13
13,1622,13
13,1623,6
13,722,1
13,1624,0
14,1625,505
14,822,454
14,1626,454
14,1627,452
14,1628,452
14,1629,451
14,1354,449
14,1630,380
14,1631,380
14,1199,380
14,1632,379
14,1633,378
14,1634,350
14,1109,336
14,1635,336
14,1318,336
14,1179,336
14,1636,336
14,1228,336
14,1227,336
14,1198,312
14,1637,309
14,1638,303
14,1639,299
14,1640,295
14,1641,280
14,422,280
14,419,280
14,421,280
14,426,280
14,385,280
14,386,280
14,1139,269
14,1642,267
14,1643,261
14,1644,260
14,1645,255
14,1646,252
14,1647,245
14,1648,245
14,1649,242
14,1650,241
14,1651,241
14,1652,239
14,1653,237
14,1654,237
14,1655,234
14,1656,233
14,1657,232
14,1658,232
14,1659,232
14,1660,232
14,1661,231
14,1662,231
14,1663,221
14,1664,211
14,1665,211
14,1194,196
14,1666,191
14,1667,189
14,1668,182
14,1669,176
14,1670,172
14,1671,162
14,1672,156
14,1673,141
14,1674,138
14,1675,134
14,1676,134
14,1677,131
14,1678,126
14,1679,112
14,1537,107
14,1680,107
14,1681,107
14,1509,107
14,1277,107
14,1504,107
14,1682,106
14,1683,106
14,1684,105
14,1685,105
14,1314,105
14,1686,105
14,1687,104
14,1236,104
14,1688,99
14,1689,92
14,1114,80
14,1690,79
14,1691,79
14,1186,78
14,1692,77
14,1693,75
14,1694,72
14,1417,71
14,1454,71
14,1695,64
14,1118,56
14,1696,51
14,1697,29
14,1698,22
14,1699,22
14,1182,21
14,1700,17
14,1701,14
14,1292,9
14,1702,7
14,1233,5
14,1703,1
14,1704,1
14,1197,1
14,1705,0
15,290,552
15,371,552
15,302,550
15,619,550
15,208,550
15,1706,550
15,292,550
15,296,550
15,304,550
15,323,550
15,624,537
15,616,481
15,1707,426
15,1708,388
15,1709,388
15,1710,388
15,917,349
15,1711,349
15,1712,349
15,989,349
15,1713,349
15,466,349
15,1714,349
15,1715,349
15,465,349
15,713,349
15,1716,349
15,1717,349
15,1718,349
15,1719,349
15,1720,349
15,1721,349
15,1722,349
15,1723,349
15,1724,349
15,1725,349
15,1726,349
15,1727,349
15,1728,349
15,1729,349
15,1730,349
15,1037,349
15,1731,342
15,887,338
15,1732,338
15,1733,327
15,1734,326
15,965,320
15,1735,310
15,1736,310
15,1737,309
15,1738,309
15,1739,307
15,1740,307
15,1741,307
15,673,301
15,1742,297
15,1743,297
15,1744,292
15,1745,273
15,1746,262
15,1747,257
15,1748,250
15,1749,246
15,730,245
15,1750,243
15,1751,233
15,1752,232
15,654,231
15,1753,223
15,1754,219
15,1755,216
15,1756,215
15,1757,213
15,699,213
15,1758,213
15,1759,210
15,1760,210
15,1761,209
15,1762,209
15,1763,209
15,707,208
15,1764,208
15,1765,203
15,1766,201
15,1067,201
15,1767,201
15,1768,196
15,865,196
15,1769,195
15,1770,195
15,1771,194
15,1772,192
15,1773,190
15,1774,189
15,837,189
15,1775,189
15,1776,189
15,545,189
15,1777,189
15,195,189
15,1778,189
15,1433,188
15,1779,188
15,1439,188
15,1780,188
15,1781,188
15,1782,188
15,1442,187
15,1783,187
15,1784,187
15,1785,187
15,196,187
15,1786,187
15,1787,187
15,1788,187
15,1789,187
15,805,187
15,189,187
15,293,187
15,1790,187
15,193,187
15,765,187
15,1791,186
15,1792,186
15,1793,186
15,369,186
15,1794,186
15,1424,186
15,301,186
15,792,186
15,187,186
15,1795,186
15,1796,186
15,1797,186
15,1798,185
15,1799,183
15,1800,175
15,1801,174
15,1802,174
15,1803,169
15,1804,169
15,1805,168
15,1806,168
15,1807,168
15,1192,166
15,1808,166
15,1809,166
15,1810,165
15,160,165
15,1811,164
15,1812,161
15,937,160
15,888,158
15,1813,157
15,1814,153
15,1815,152
15,1816,152
15,1817,149
15,1818,136
15,1819,134
15,605,125
15,1820,107
15,1821,99
15,714,99
15,1822,99
15,1823,99
15,1824,98
15,1825,98
15,572,98
15,571,97
15,1826,91
15,1827,82
15,1828,82
15,1829,81
15,1830,80
15,1437,73
15,1831,73
15,529,73
15,1832,72
15,1833,72
15,1834,72
15,192,72
15,1835,72
15,838,70
15,1836,63
15,679,63
15,1837,62
15,1838,61
15,1839,56
15,1840,52
15,1841,52
15,1842,50
15,674,48
15,676,48
15,678,48
15,680,48
15,681,48
15,682,48
15,683,48
15,684,48
